0	1	0
1000	1	2
2000	2	4
3000	3	5
4000	5	6
5000	5	8
6000	6	9
7000	7	11
8000	8	12
9000	9	14
10000	10	16
11000	12	17
12000	13	18
13000	14	20
14000	14	22
15000	16	22
16000	17	25
17000	18	26
18000	38	28
19000	19	29
20000	21	31
21000	22	32
22000	24	35
23000	25	36
24000	25	37
25000	25	38
26000	27	40
27000	26	38
28000	28	44
29000	29	48
30000	35	62
31000	65	48
32000	38	50
33000	38	52
34000	39	53
35000	39	77
36000	40	57
37000	43	57
38000	44	59
39000	46	61
40000	108	63
41000	38	60
42000	65	66
43000	45	83
44000	47	66
45000	48	71
46000	48	74
47000	89	72
48000	48	75
49000	51	76
50000	50	79
51000	53	80
52000	55	83
53000	56	104
54000	55	85
55000	58	70
56000	58	75
57000	59	69
58000	59	72
59000	61	73
60000	63	90
61000	63	74
62000	65	73
63000	67	129
64000	65	101
65000	67	102
66000	84	104
67000	69	98
68000	72	107
69000	71	108
70000	72	110
71000	89	81
72000	76	84
73000	78	77
74000	79	79
75000	80	78
76000	80	79
77000	95	84
78000	83	80
79000	84	85
80000	85	81
81000	85	87
82000	87	97
83000	87	85
84000	88	84
85000	89	79
86000	90	85
87000	92	102
88000	93	97
89000	94	86
90000	95	89
91000	96	86
92000	97	104
93000	97	88
94000	99	90
95000	101	89
96000	101	91
97000	103	97
98000	103	93
99000	104	92
100000	105	89
101000	106	93
102000	121	89
103000	108	90
104000	109	91
105000	111	94
106000	112	93
107000	110	94
108000	112	106
109000	114	96
110000	114	97
111000	129	109
112000	118	99
113000	116	111
114000	119	99
115000	118	120
116000	121	101
117000	120	115
118000	122	104
119000	123	115
120000	123	118
121000	125	106
122000	124	107
123000	125	122
124000	126	122
125000	126	123
126000	128	111
127000	138	125
128000	131	112
129000	130	126
130000	131	115
131000	144	115
132000	132	115
133000	134	131
134000	136	137
135000	135	118
136000	137	119
137000	137	120
138000	136	147
139000	140	121
140000	138	123
141000	139	139
142000	155	140
143000	141	141
144000	143	126
145000	158	127
146000	145	128
147000	144	129
148000	145	156
149000	146	130
150000	147	147
151000	149	133
152000	161	133
153000	149	151
154000	152	135
155000	167	153
156000	153	137
157000	152	154
158000	155	165
159000	157	139
160000	156	141
161000	156	157
162000	158	141
163000	157	142
164000	158	166
165000	162	162
166000	161	145
167000	160	176
168000	163	147
169000	163	148
170000	164	166
171000	165	150
172000	165	151
173000	167	170
174000	168	152
175000	167	172
176000	171	177
177000	171	155
178000	173	156
179000	174	168
180000	173	157
181000	173	178
182000	185	160
183000	173	161
184000	176	162
185000	188	182
186000	176	163
187000	177	197
188000	179	165
189000	178	186
190000	180	177
191000	180	188
192000	182	168
193000	194	181
194000	181	169
195000	182	190
196000	184	192
197000	185	173
198000	204	173
199000	187	267
200000	203	297
201000	212	289
202000	210	320
203000	204	295
204000	234	316
205000	221	320
206000	225	320
207000	219	342
208000	213	322
209000	257	340
210000	229	341
211000	247	326
212000	245	387
213000	234	355
214000	229	347
215000	219	334
216000	313	220
217000	205	190
218000	218	191
219000	350	370
220000	247	342
221000	235	194
222000	182	195
223000	204	204
224000	189	196
225000	207	216
226000	210	223
227000	208	211
228000	209	225
229000	209	201
230000	211	226
231000	211	202
232000	228	231
233000	213	204
234000	230	230
235000	215	206
236000	226	233
237000	216	207
238000	215	227
239000	217	232
240000	218	235
241000	220	211
242000	217	231
243000	218	213
244000	220	252
245000	221	214
246000	221	216
247000	235	243
248000	222	217
249000	239	218
250000	226	246
251000	240	220
252000	230	248
253000	238	228
254000	228	222
255000	253	251
256000	232	252
257000	247	225
258000	236	253
259000	249	333
260000	242	314
261000	240	229
262000	235	372
263000	269	393
264000	303	414
265000	307	430
266000	292	381
267000	245	233
268000	243	267
269000	249	236
270000	246	256
271000	254	266
272000	247	250
273000	247	268
274000	249	270
275000	249	241
276000	248	258
277000	250	272
278000	322	424
279000	303	445
280000	288	436
281000	283	439
282000	338	453
283000	299	466
284000	291	476
285000	258	250
286000	264	272
287000	258	251
288000	272	252
289000	266	253
290000	271	285
291000	264	255
292000	274	256
293000	263	298
294000	265	257
295000	262	277
296000	264	291
297000	276	261
298000	266	293
299000	282	262
300000	268	263
301000	284	263
302000	269	301
303000	273	265
304000	273	300
305000	273	267
306000	284	268
307000	275	269
308000	290	270
309000	277	287
310000	277	305
311000	278	283
312000	278	273
313000	293	308
314000	279	312
315000	288	276
316000	340	487
317000	322	499
318000	360	513
319000	316	494
320000	302	314
321000	342	500
322000	331	535
323000	340	520
324000	288	283
325000	302	284
326000	288	459
327000	353	522
328000	351	532
329000	334	482
330000	347	482
331000	368	513
332000	353	544
333000	354	520
334000	316	314
335000	299	294
336000	328	294
337000	302	314
338000	357	524
339000	350	550
340000	412	520
341000	319	298
342000	304	318
343000	310	301
344000	317	301
345000	305	313
346000	310	303
347000	306	317
348000	310	305
349000	326	344
350000	311	324
351000	310	308
352000	326	308
353000	312	328
354000	313	310
355000	327	311
356000	315	340
357000	317	312
358000	328	314
359000	316	325
360000	319	315
361000	328	401
362000	363	330
363000	320	317
364000	334	319
365000	321	356
366000	322	320
367000	337	322
368000	331	339
369000	325	323
370000	338	364
371000	326	343
372000	334	325
373000	326	327
374000	346	328
375000	331	343
376000	334	329
377000	344	330
378000	332	352
379000	334	332
380000	345	333
381000	335	366
382000	335	335
383000	351	335
384000	338	382
385000	337	350
386000	341	338
387000	354	339
388000	340	371
389000	342	341
390000	357	341
391000	342	353
392000	344	343
393000	355	344
394000	358	345
395000	346	381
396000	349	346
397000	362	347
398000	348	360
399000	356	362
400000	351	350
401000	360	395
402000	353	392
403000	351	353
404000	358	354
405000	364	355
406000	355	366
407000	355	356
408000	369	357
409000	373	358
410000	357	386
411000	360	360
412000	375	361
413000	382	362
414000	361	392
415000	361	363
416000	377	365
417000	383	368
418000	372	400
419000	366	367
420000	379	367
421000	384	369
422000	368	411
423000	370	381
424000	371	371
425000	383	373
426000	372	426
427000	372	384
428000	375	374
429000	389	375
430000	392	379
431000	375	422
432000	377	399
433000	378	379
434000	392	380
435000	389	382
436000	384	394
437000	389	430
438000	382	383
439000	396	384
440000	396	386
441000	385	439
442000	387	398
443000	389	388
444000	402	388
445000	404	390
446000	388	441
447000	388	450
448000	391	404
449000	392	393
450000	401	394
451000	409	395
452000	394	439
453000	392	407
454000	395	397
455000	410	398
456000	410	433
457000	407	400
458000	397	412
459000	399	412
460000	399	403
461000	412	404
462000	416	405
463000	400	467
464000	403	453
465000	402	437
466000	404	419
467000	408	409
468000	415	410
469000	423	411
470000	408	467
471000	409	455
472000	408	424
473000	419	425
474000	411	415
475000	421	417
476000	424	416
477000	412	429
478000	423	455
479000	416	449
480000	415	435
481000	417	421
482000	432	422
483000	432	424
484000	429	424
485000	420	435
486000	419	465
487000	421	454
488000	425	437
489000	427	428
490000	441	429
491000	439	431
492000	436	431
493000	450	444
494000	443	487
495000	428	445
496000	429	459
497000	429	481
498000	432	446
499000	430	491
500000	432	492
501000	447	439
502000	450	440
503000	444	494
504000	445	456
505000	447	496
506000	451	442
507000	438	461
508000	440	495
509000	438	512
510000	441	488
511000	441	488
512000	443	460
513000	441	465
514000	443	450
515000	459	451
516000	460	452
517000	462	452
518000	455	454
519000	458	510
520000	459	455
521000	460	456
